person_id,person_name,pocet_clenstvi,role,afiliace,skupiny
2232,"Ing. Petr Severa",1,"Členové","Asociace krajů ČR","Pracovní skupina pro koncepční řešení rozvoje geriatrické péče v České republice (Členové)"
2237,"MUDr. Jana Schmidtová",1,"Členové","","Pracovní skupina pro návykové nemoci při Ministerstvu zdravotnictví  (PSPNN) (Členové)"
2253,"PeadDr. Markéta Skalická",1,"Členové","Asociace zrakových terapeutů, z. s.","Akreditační komise pro nelékařská povolání dle § 47 zákona č. 96/2004 Sb. (Členové)"
2267,"prim. MUDr. Miroslava Skovajsová, Ph.D.",1,"Členové","Asociace mamodiagnostiků ČR","Komise pro program screeningu karcinomu prsu (Členové)"
2270,"prof. MUDr. Jana Skřičková, CSc.",1,"Členové","Česká pneumologická a ftizeologická společnost ČLS JEP","Národní rada pro implementaci Národního onkologického programu (Členové)"
2280,"MUDr. Bc. Petra Sládková, Ph.D.",1,"Členové","","Meziresortní pracovní komise pro přípravu a koordinaci zavedení MKN-11 v ČR (Členové)"
2284,"MUDr. Ondřej Sláma, Ph.D.",1,"Členové","Česká společnost paliativní medicíny ČLS JEP","Národní rada pro implementaci Národního onkologického programu (Členové)"
2287,"MUDr. Lubomír Slavíček, Ph.D.",1,"Členové","KOC Nemocnice Jihlava","Národní rada komplexních onkologických center (Členové)"
2298,"MUDr. Petr Smejkal",1,"Členové","","Národní institut pro zvládání pandemie (Členové)"
2305,"prof. MUDr. Martin Smrčka, Ph.D., MBA",1,"Členové","Česká neurochirurgická společnost ČLS JEP","Pracovní skupina pro koncepci neurorehabilitační péče v ČR (Členové)"
2322,"Ing. Jitka Sosnovcová",1,"Členové","","Pracovní skupina pro reformu veřejného zdraví v ČR (Členové)"
2324,"Mgr. Marek Souček",1,"Členové","","Rozkladová komise ministra zdravotnictví (Členové)"
2332,"prof. MUDr. Eliška Sovová, Ph.D., MBA",1,"Místopředseda","","Meziresortní pracovní skupina pro rozvoj pohybových aktivit (Místopředseda)"
2333,"Ing. Robert Spáčil",1,"Členové","Ministerstvo dopravy","Mezirezortní pracovní skupina k problematice komplexní ochrany před škodami působenými tabákem (MPS KOTA) (Členové)"
2361,"prof. MUDr. David Stejskal",1,"Členové","","Komise pro reprodukční medicínu (Členové)"
2382,"doc. MUDr. Martin Stříteský, CSc.",1,"Členové","ČSARIM ČLS JEP","Pracovní skupina pro restrukturalizaci intenzivní zdravotní péče (Členové)"
2384,"prof. MUDr. Ilja Stříž, CSc.",1,"Členové","","Národní institut pro zvládání pandemie (Členové)"
2411,"MUDr. Marika Svatošová",1,"Členové","","Pracovní skupina pro reformu primární péče (Členové)"
2413,"Mgr. Kateřina Svěcená, Ph.D.",1,"Členové","Česká asociace ergoterapeutů","Akreditační komise pro nelékařská povolání dle § 47 zákona č. 96/2004 Sb. (Členové)"
2414,"JUDr. Jaroslav Svejkovský",1,"Členové","","Rozkladová komise ministra zdravotnictví (Členové)"
2453,"MVDr. Petr Šatrán",1,"Členové","","Centrální koordinační skupina Národního antibiotického programu (Členové)"
2466,"prof. MUDr. Aleksi Šedo, DrSc., FCMA",1,"Předseda","","Komise pro institucionální podporu (Předseda)"
2476,"prof. MUDr. Pavel Ševčík, CSc.",1,"Členové","Klinika anesteziologie, resuscitace a intenzivní medicíny, Ostrava","Etická komise Ministerstva zdravotnictví (Členové)"
2488,"MUDr. Petr Šilhán, Ph.D.",1,"Členové","","Meziresortní pracovní skupiny k výkonu rozsudku V proti ČR (Členové)"
2490,"PharmDr. Martin Šíma",1,"Členové","","Vzdělávací rada farmaceutů (Členové)"
2500,"Bc. Alena Šindelářová",1,"Členové","Česká komora farmaceutických asistentů","Akreditační komise pro nelékařská povolání dle § 47 zákona č. 96/2004 Sb. (Členové)"
2509,"doc. PharmDr. Zdeňka Šklubalová, Ph.D.",1,"Členové","","Lékopisná komise Ministerstva zdravotnictví (Členové)"
2519,"Mgr. Martin Škrobánek",1,"Členové","","Mezirezortní pracovní skupina pro snížení škod působených alkoholem - MPS SPA (Členové)"
2527,"doc. MUDr. Alena Šmahelová, Ph.D.",1,"Členové","","Pracovní skupina pro obezitu a diabetes v rámci Národního programu prevence a léčby obezity České republiky (Členové)"
2554,"prof. MUDr. Julius Špičák, CSc.",1,"Členové","Česká společnost pro umělou inteligenci a inovativní technologie ČLS JEP","Výbor pro umělou inteligenci ve zdravotnictví (Členové)"
2555,"doc. MUDr. Miloš Špidlen, Ph.D.",1,"Členové","","Vzdělávací rada zubních lékařů (Členové)"
2572,"prof. MUDr. Vladimír Šrámek, Ph.D., EDIC",1,"Členové","ČSIM","Pracovní skupina pro restrukturalizaci intenzivní zdravotní péče (Členové)"
2584,"PharmDr. RNDr. Jiří Štěpán, Ph.D.",1,"Členové","","Lékopisná komise Ministerstva zdravotnictví (Členové)"
2605,"MUDr. Ivana Štverka Kořínková",1,"Hosté","","Pracovní skupina pro dobrovolnictví ve zdravotnictví (Hosté)"
2618,"Bc. Martin Švanda",1,"Členové","","Pracovní skupina Ministerstva zdravotnictví pro koordinaci spolupráce s OECD (Členové)"
2640,"prof. MUDr. Petra Tesařová, CSc.",1,"Členové","KOC FN Bulovka","Národní rada komplexních onkologických center (Členové)"
2671,"prof. MUDr. Eva Topinková",1,"Členové","vědecký sekretář České gerontologické a geriatrické společnosti ČLS JEP","Pracovní skupina pro koncepční řešení rozvoje geriatrické péče v České republice (Členové)"
2686,"MUDr. Zdeňka Trestrová",1,"Členové","Ministerstvo zdravotnictví","Meziresortní pracovní skupina pro problematiku institucionálního stravování (Členové)"
2699,"prof. MUDr. Milan Tuček, CSc.",1,"Členové","","Poradní sbor hygieny práce a pracovního lékařství náměstkyně pro ochranu a podporu veřejného zdraví MZ ČR a hlavní hygieničky České republiky (Členové)"
2708,"MUDr. Petr Turek",1,"Místopředseda","","Národní transfuzní komise MZ (Místopředseda)"
2730,"RNDr. Pavla Urbášková",1,"Členové","","Centrální koordinační skupina Národního antibiotického programu (Členové)"
2731,"doc. MUDr. Bc. Libor Ustohal, Ph.D.",1,"Místopředseda","","Mezioborová a meziresortní pracovní skupina pro koncepční řešení problematiky Alzheimerovy nemoci a obdobných onemocnění (PS PAN) (Místopředseda)"
2744,"Mgr. Zuzana Pražáková",1,"Členové","","Pracovní skupina pro nastavení systémových změn v odbornosti zdravotnický záchranář (Členové)"
2768,"Ing. Monika Vaňhová, MBA",1,"Členové","","Pracovní skupina pro rozvoj a implementaci mezinárodních principů na podporu zdraví do systémů řízení kvality ve zdravotnických zařízeních (Členové)"
2786,"Mgr. Ivo Večeřa",1,"Členové","","Rozkladová komise ministra zdravotnictví (Členové)"
2788,"Mgr. Jarmila Vedralová",1,"Tajemník","","Centrální koordinační skupina Národního antibiotického programu (Tajemník)"
2796,"prof. MUDr. Jiří Vencovský",1,"Členové","ERN ReCONNET, Rehabilitační ústav","Mezioborová komise pro vzácná onemocnění (Členové)"
2806,"prof. MUDr. Josef Veselka, CSc., FESC, FSCAI, FICA",1,"Členové","","Vědecká rada Ministerstva zdravotnictví (Členové)"
2824,"Ing. Pavel Vinkler",1,"Členové","Ministerstvo průmyslu a obchodu","Mezirezortní pracovní skupina k problematice komplexní ochrany před škodami působenými tabákem (MPS KOTA) (Členové)"
2826,"prof. RNDr. Jarmila Vinšová, CSc.",1,"Členové","","Lékopisná komise Ministerstva zdravotnictví (Členové)"
2830,"MUDr. Eva Vítková",1,"Členové","","Lékopisná komise Ministerstva zdravotnictví (Členové)"
2836,"Mgr. Marie Vlachová",1,"Členové","","Pracovní skupina pro rozvoj a implementaci mezinárodních principů na podporu zdraví do systémů řízení kvality ve zdravotnických zařízeních (Členové)"
2849,"MUDr. Andrea Vocilková",1,"Členové","","Pracovní skupina k seznamu zdravotních výkonů s bodovými hodnotami (Členové)"
2857,"MUDr. Václav Volejník, CSc.",1,"Členové","","Rada poskytovatelů Ministerstva zdravotnictví (Členové)"
2870,"PharmDr. Lenka Vostalová",1,"Členové","","Pracovní skupina Ministerstva zdravotnictví pro koordinaci spolupráce s OECD (Členové)"
2871,"MUDr. Milan Vošmik",1,"Členové","KOC FN Hradec Králové","Národní rada komplexních onkologických center (Členové)"
2872,"doc. MUDr. Felix Votava, Ph.D.",1,"Členové","FN Královské Vinohrady: Oddělení dětí a dorostu – Laboratoř Novorozeneckého screeningu","Komise pro novorozenecký laboratorní screening (Členové)"
2877,"doc. MUDr. Jiří Votruba, Ph.D.",1,"Členové","","Pracovní skupina pro obezitu a diabetes v rámci Národního programu prevence a léčby obezity České republiky (Členové)"
2880,"Mgr. Filip Vrána",1,"Místopředseda","","Pracovní skupina k rovným příležitostem pro ženy a muže (Místopředseda)"
2901,"prof. MUDr. Josef Vymazal, DrSc.",1,"Předseda","Radiologická společnost ČLS JEP","Komise pro posuzování rozmístění přístrojových zdravotnických prostředků a kapacit hrazených z veřejného zdravotního pojištění (Předseda)"
2902,"doc. MUDr. Tomáš Vymazal, Ph.D., MHA",1,"Členové","ČSARIM ČLS JEP","Pracovní skupina pro restrukturalizaci intenzivní zdravotní péče (Členové)"
2925,"PhDr. Radka Wilhelmová, Ph.D.",1,"Členové","Unie porodních asistentek","Akreditační komise pro nelékařská povolání dle § 47 zákona č. 96/2004 Sb. (Členové)"
2926,"PhDr. Petr Winkler, Ph.D.",1,"Členové","","Meziresortní koordinační skupina pro dětské duševní zdraví (Členové)"
2940,"Mgr. Zuzana Zajarošová",1,"Členové","Ministerstvo práce a sociálních věcí","Mezirezortní pracovní skupina k problematice komplexní ochrany před škodami působenými tabákem (MPS KOTA) (Členové)"
2949,"MUDr. Libor Zámečník, Ph.D., FEBU, FECSM",1,"Členové","","Komise pro reprodukční medicínu (Členové)"
2956,"Mgr. Jiří Zatřepálek",1,"Členové","Česká asociace adiktologů","Mezirezortní pracovní skupina k problematice komplexní ochrany před škodami působenými tabákem (MPS KOTA) (Členové)"
3005,"MUDr. Zorjan Jojko",1,"Členové","","Rada poskytovatelů Ministerstva zdravotnictví (Členové)"
3015,"MUDr. Kamila Zvolská",1,"Členové","ČLS JEP","Mezirezortní pracovní skupina k problematice komplexní ochrany před škodami působenými tabákem (MPS KOTA) (Členové)"
3016,"MUDr. Miroslav Zvolsky",1,"Členové","bez hlasovacího práva","Pracovní skupina k seznamu zdravotních výkonů s bodovými hodnotami (Členové)"
3048,"JUDr. Viktor Hodek",1,"Členové","","Rozkladová komise ministra zdravotnictví (Členové)"
3086,"MUDr. Alena Šteflová, Ph.D., MPH",1,"Členové","Svaz zdravotních pojišťoven ČR","Komise pro přípravu programu screeningu aneurysmatu abdominální aorty (Členové)"
3098,"MUDr. Libor Seneta",1,"Členové","AZZS ČR","Pracovní skupina pro metodické řízení poskytovatelů zdravotnických záchranných služeb (Členové)"
3100,"MUDr. Jan Kolář",1,"Členové","","Pracovní skupina k seznamu zdravotních výkonů s bodovými hodnotami (Členové)"
3102,"Mgr. Ivana Koudelková",1,"Členové","","Pracovní skupina k seznamu zdravotních výkonů s bodovými hodnotami (Členové)"
3104,"Jan Matera",1,"Členové","","Resortní koordinační skupina Ministerstva zdravotnictví ČR pro Evropskou unii (Členové)"
3107,"doc. MUDr. Štěpán Suchánek, Ph.D.",1,"Předseda","Společnost pro gastrointestinální onkologii ČLS JEP","Komise pro program screeningu kolorektálního karcinomu (Předseda)"
3108,"prof. MUDr. Jaroslava Dušková, CSc., F.I.A.C",1,"Členové","Společnost českých patologů ČLS JEP","Komise pro program screeningu karcinomu děložního hrdla (Členové)"
3116,"MUDr. Petr Chudomel, MBA",1,"Členové","Statutární zástupce poskytovatele zdravotních služeb (AČMN a ASPZS)","Komise pro posuzování rozmístění přístrojových zdravotnických prostředků a kapacit hrazených z veřejného zdravotního pojištění (Členové)"
3125,"MUDr. David Rumpík, Ph.D.",1,"Členové","","Komise pro reprodukční medicínu (Členové)"
3127,"doc. MUDr. Vít Unzeitig, CSc.",1,"Členové","","Komise pro reprodukční medicínu (Členové)"
3128,"Mgr. Martin Pohl",1,"Členové","","Komise pro reprodukční medicínu (Členové)"
3130,"RNDr. Tomáš Kučera, CSc.",1,"Členové","","Komise pro reprodukční medicínu (Členové)"
3162,"doc. Damián Němec, dr.",1,"Členové","","Rada pro duchovní péči ve zdravotnictví (Členové)"
3163,"prof. PharmDr. Martin Doležal, Ph.D.",1,"Členové","","Vědecká rada Ministerstva zdravotnictví (Členové)"
3164,"Ing. Marcela Kubicová",1,"Členové","","Pracovní skupina Ministerstva zdravotnictví pro koordinaci spolupráce s OECD (Členové)"
3165,"Mgr. et Mgr. Roman Odložilík, MPA",1,"Členové","","Resortní koordinační skupina Ministerstva zdravotnictví ČR pro Evropskou unii (Členové)"
3175,"Mgr. Kateřina Dimitrovová",1,"Hosté","zástupkyně odboru evropských fondů a investičního rozvoje MZD","Koncepční pracovní skupina pro přípravu budoucího programového období kohezní politiky EU 2028+ (Hosté)"
3177,"MUDr. Jana Vocílková",1,"Členové","zástupce Sdružení ambulantních specialistů ČLS JEP","Pracovní skupina pro koncepční řešení poskytování domácí péče v ČR (Členové)"
3178,"Bc. Hana Pekárková",1,"Členové","zástupce Pracoviště ošetřovatelské péče Hradec Králové, s.r.o.","Pracovní skupina pro koncepční řešení poskytování domácí péče v ČR (Členové)"
3179,"Andrea Turková",1,"Členové","zástupce Pracoviště ošetřovatelské péče Hradec Králové, s.r.o.","Pracovní skupina pro koncepční řešení poskytování domácí péče v ČR (Členové)"
3180,"Mgr. Lucie Brožková",1,"Členové","KDP Sluníčko, zástupce Grémia manažerů agentur domácí péče","Pracovní skupina pro koncepční řešení poskytování domácí péče v ČR (Členové)"
3182,"Alena Makarová",1,"Členové","vrchní sestra VFN, zástupce Asociace nemocnic ČR","Pracovní skupina pro koncepční řešení poskytování domácí péče v ČR (Členové)"
3183,"Lucie Linkeová, BA",1,"Členové","vedoucí odboru nelůžkových služeb zdravotního úseku ČPZP, zástupce Svazu zdravotních pojišťoven","Pracovní skupina pro koncepční řešení poskytování domácí péče v ČR (Členové)"
3185,"Ing. Markéta Bartůňková",1,"Členové","","Řídící rada pro implementaci CZ-DRG do resortu zdravotnictví (Členové)"
3188,"PhDr. Pavel Král, Ph.D.",1,"Členové","","Pracovní skupina k zajištění dostupnosti psychoterapie, psychoterapeutických a psychosociálních intervencí (Členové)"
3199,"Mgr. Michal Pospíšil",1,"Členové","","Pracovní skupina Ministerstva zdravotnictví pro koordinaci spolupráce s OECD (Členové)"
3209,"Mgr. Lenka Smolová",1,"Členové","","Pracovní skupina pro nastavení systémových změn v odbornosti zdravotnický záchranář (Členové)"
3236,"RNDr. Hana Jůzová",1,"Členové","","Lékopisná komise Ministerstva zdravotnictví (Členové)"
3244,"Ing. Zdeněk Zeman",1,"Členové","Ministerstvo průmyslu a obchodu","Komise pro řešení závažných hrozeb pro veřejné zdraví s možnými přeshraničními dopady (Ústřední epidemiologická komise) (Členové)"
3256,"MUDr. Martin Engel",1,"Členové","zástupce Lékařského odborového klubu","Strategická skupina pro personální stabilizaci resortu zdravotnictví (Členové)"
3260,"Mgr. Ondřej Čady",1,"Členové","","Pracovní skupina Ministerstva zdravotnictví pro koordinaci spolupráce s OECD (Členové)"
3264,"prof. MUDr. Robert Jech, Ph.D.",1,"Členové","Česká neurologická společnost ČLS JEP","Pracovní skupina pro koncepci neurorehabilitační péče v ČR (Členové)"
3272,"Ing. Jiří Štěrba",1,"Členové","","Národní transfuzní komise MZ (Členové)"
3285,"Mgr. Jaroslava Nováková",1,"Členové","Česká asociace sester","Akreditační komise pro nelékařská povolání dle § 47 zákona č. 96/2004 Sb. (Členové)"
3290,"MUDr. Vít Lorenc",1,"Členové","ANČM","Pracovní komise pro systémové řešení urgentních příjmů (Členové)"
3291,"MUDr. Martin Polák",1,"Členové","","Pracovní komise pro systémové řešení urgentních příjmů (Členové)"
3292,"MUDr. Jiří Nový",1,"Členové","","Pracovní komise pro systémové řešení urgentních příjmů (Členové)"
3293,"MUDr. Dagmar Märzová",1,"Členové","","Pracovní komise pro systémové řešení urgentních příjmů (Členové)"
3304,"PhDr. David Peřan, Ph.D., FERC",1,"Členové","","Pracovní skupina pro nastavení systémových změn v odbornosti zdravotnický záchranář (Členové)"
3312,"Ing. Šárka Dvořáková",1,"Členové","SVPZP","Komise pro kategorizaci a úhradovou regulaci zdravotnických prostředků (Členové)"
3314,"Václav Antonín",1,"Členové","SČOO - trvalý náhradní člen","Komise pro kategorizaci a úhradovou regulaci zdravotnických prostředků (Členové)"
3315,"Mgr. Jan Zahálka",1,"Členové","SČOO","Komise pro kategorizaci a úhradovou regulaci zdravotnických prostředků (Členové)"
3316,"Ing. Michal Maštalíř",1,"Členové","CzechMed - trvalý náhradní člen","Komise pro kategorizaci a úhradovou regulaci zdravotnických prostředků (Členové)"
3317,"Mgr. Monika Hradecká",1,"Členové","CzechMed","Komise pro kategorizaci a úhradovou regulaci zdravotnických prostředků (Členové)"
3318,"Bc. Vladan Princ",1,"Členové","APZZP","Komise pro kategorizaci a úhradovou regulaci zdravotnických prostředků (Členové)"
3320,"MUDr. Petr Krawczyk",1,"Členové","ČLS JEP","Komise pro kategorizaci a úhradovou regulaci zdravotnických prostředků (Členové)"
3325,"Mgr. Jindřich Lauschmann",1,"Členové","Ministerstvo zdravotnictví","Výbor pro umělou inteligenci ve zdravotnictví (Členové)"
3334,"Mgr. Jaromír Odrobiňák",1,"Členové","","Rada pro duchovní péči ve zdravotnictví (Členové)"
3355,"MUDr. Ivana Čierna - Peterová",1,"Členové","Sekce ambulantních pneumologů ČPFS ČLS JEP","Komise pro program časného záchytu karcinomu plic (Členové)"
3356,"MUDr. Richard Pikner, Ph.D.",1,"Členové","","Národní institut pro zvládání pandemie (Členové)"
3373,"Mgr., Bc. Markéta Heflerová",1,"Členové","","Resortní koordinační skupina Ministerstva zdravotnictví ČR pro Evropskou unii (Členové)"
