person_id,person_name,pocet_clenstvi,role,afiliace,skupiny
1564,"Ing. Daniela Matějková",3,"Členové","","Resortní koordinační skupina Ministerstva zdravotnictví ČR pro Evropskou unii (Členové) ; Pracovní skupina Ministerstva zdravotnictví pro koordinaci spolupráce s OECD (Členové) ; Pracovní skupina k rovným příležitostem pro ženy a muže (Členové)"
1592,"doc. MUDr. Marek Mechl, Ph.D., MBA",3,"Členové","Radiologická společnost ČLS JEP ; Česká radiologická společnost ČLS JEP","Vědecká rada Ministerstva zdravotnictví (Členové) ; Komise pro posuzování rozmístění přístrojových zdravotnických prostředků a kapacit hrazených z veřejného zdravotního pojištění (Členové) ; Komise pro schvalování pracovišť a zařazení radiologického pracoviště pro provádění magnetické rezonance (MRI) v rámci Populačního pilotního programu časného záchytu karcinomu prostaty v ČR a pro schvalování pracovišť a zařazení urologického pracoviště pro provádění biopsie prostaty v rámci Populačního pilotního programu časného záchytu karcinomu prostaty v ČR (Členové)"
1671,"Ing. Jiří Mrázek, MBA",3,"Členové","Všeobecná zdravotní pojišťovna ČR ; VZP ČR","Komise pro posuzování rozmístění přístrojových zdravotnických prostředků a kapacit hrazených z veřejného zdravotního pojištění (Členové) ; Pracovní komise pro systémové řešení urgentních příjmů (Členové) ; Řídící rada pro implementaci CZ-DRG do resortu zdravotnictví (Členové)"
1856,"prof. MUDr. Antonín Pařízek, CSc.",3,"Členové","Česká gynekologická a porodnická společnost ČLS JEP","Vědecká rada Ministerstva zdravotnictví (Členové) ; Pracovní skupina pro reformu primární péče (Členové) ; Komise pro přípravu programu časného záchytu poruch štítné žlázy v těhotenství (Členové)"
1885,"prof. MUDr. Petr Pazdiora, CSc.",3,"Členové","","Národní imunizační komise (NIKO) (Členové) ; Mezirezortní koordinační pracovní skupina Národního programu HIV/AIDS (Členové) ; Národní institut pro zvládání pandemie (Členové)"
1955,"MUDr. Ludmila Plšková",3,"Členové","SZP ; SZP ČR","Komise pro reprodukční medicínu (Členové) ; Pracovní komise pro systémové řešení urgentních příjmů (Členové) ; Pracovní skupina pro restrukturalizaci intenzivní zdravotní péče (Členové)"
1980,"Mgr. Barbora Poláková",3,"Členové","vedoucí Oddělení lékařských povolání","Mezirezortní komise zdravotnického školství (Členové) ; Pracovní skupina k zajištění dostupnosti psychoterapie, psychoterapeutických a psychosociálních intervencí (Členové) ; Řídicí výbor implementace Strategického rámce rozvoje péče o zdraví v České republice do roku 2030 (Členové)"
2274,"MUDr. Aleš Skřivánek, Ph.D.",3,"Členové","Česká gynekologická a porodnická společnost ČLS JEP ; Sdružení soukromých gynekologů ČR","Komise pro program screeningu karcinomu děložního hrdla (Členové) ; Komise pro program screeningu kolorektálního karcinomu (Členové) ; Komise pro přípravu programu časného záchytu poruch štítné žlázy v těhotenství (Členové)"
2406,"prof. MUDr. Štěpán Svačina, DrSc., MBA",3,"Předseda; Členové","ČLS JEP","Vědecká rada Ministerstva zdravotnictví (Předseda) ; Národní rada elektronického zdravotnictví (Členové) ; Pracovní skupina pro obezitu a diabetes v rámci Národního programu prevence a léčby obezity České republiky (Členové)"
2528,"MUDr. Petr Šmach",3,"Členové","","Pracovní skupina pro reformu primární péče (Členové) ; Pracovní skupina pro koncepční řešení pediatrické péče (Členové) ; Pracovní skupina pro obezitu a diabetes v rámci Národního programu prevence a léčby obezity České republiky (Členové)"
2545,"PhDr. Martina Šochmanová, MBA",3,"Členové","náměstek ředitele pro ošetřovatelskou péči a kvalitu, IKEM Praha ; zástupce České asociace sester ; prezidentka České asociace sester","Etická komise Ministerstva zdravotnictví (Členové) ; Odborná rada pro ošetřovatelství a řízení implementace a hodnocení úspěšnosti Koncepce ošetřovatelství (Členové) ; Strategická skupina pro personální stabilizaci resortu zdravotnictví (Členové)"
2592,"prof. MUDr. Jaroslav Štěrba, Ph.D.",3,"Členové","Pediatrická sekce České onkologické společnosti ČLS JEP ; DOC FN Brno","Národní rada pro implementaci Národního onkologického programu (Členové) ; Pracovní skupina k problematice vzdělávání lékařských zdravotnických pracovníků (Členové) ; Národní rada komplexních onkologických center (Členové)"
2776,"prof. MUDr. Martina Koziar Vašáková, Ph.D.",3,"Členové; Předseda","ERN LUNG, Fakultní Thomayerova nemocnice ; Česká pneumologická a ftizeologická společnost ČLS JEP","Mezioborová komise pro vzácná onemocnění (Členové) ; Rada Národního centra pro medicínské nomenklatury a klasifikace (Členové) ; Komise pro program časného záchytu karcinomu plic (Předseda)"
2939,"prof. MUDr. Roman Zachoval, Ph.D., MBA",3,"Členové; Předseda","Česká urologická společnost ČLS JEP","Národní rada pro implementaci Národního onkologického programu (Členové) ; Komise pro přípravu programu časného záchytu karcinomu prostaty (Předseda) ; Komise pro schvalování pracovišť a zařazení radiologického pracoviště pro provádění magnetické rezonance (MRI) v rámci Populačního pilotního programu časného záchytu karcinomu prostaty v ČR a pro schvalování pracovišť a zařazení urologického pracoviště pro provádění biopsie prostaty v rámci Populačního pilotního programu časného záchytu karcinomu prostaty v ČR (Členové)"
2996,"MUDr. Zdeněk Zíma",3,"Členové","SPLDD ČR ; Odborná společnost praktických dětských lékařů ČLS JEP","Pracovní komise pro systémové řešení urgentních příjmů (Členové) ; Komise pro novorozenecký laboratorní screening (Členové) ; Pracovní skupina pro obezitu a diabetes v rámci Národního programu prevence a léčby obezity České republiky (Členové)"
3118,"Mgr. Simona Zábranská",3,"Předseda; Členové","Klub nemocných cystickou fibrózou, z. s. (https://klubcf.cz/) ; Pacientská rada Ministerstva zdravotnictví","Pacientská rada ministra zdravotnictví (Předseda) ; Komise pro posuzování rozmístění přístrojových zdravotnických prostředků a kapacit hrazených z veřejného zdravotního pojištění (Členové) ; Pracovní skupina pro bakteriofágovou terapii (Členové)"
3235,"Mgr. Irena Storová, MHA",3,"Členové; Předseda","ředitelka Státního ústavu pro kontrolu léčiv","Rada poskytovatelů Ministerstva zdravotnictví (Členové) ; Poradní orgán pro úhradu léčiv určených k léčbě vzácných onemocnění (Předseda) ; Řídicí výbor implementace Strategického rámce rozvoje péče o zdraví v České republice do roku 2030 (Členové)"
3286,"Ing. Michal Čarvaš, MBA",3,"Členové","","Rada poskytovatelů Ministerstva zdravotnictví (Členové) ; Řídící rada pro implementaci CZ-DRG do resortu zdravotnictví (Členové) ; Poradní skupina ekonomů lůžkové péče (Členové)"
3363,"MUDr. Marcela Koudelková",3,"Členové","Ústav zdravotnických informací a statistiky ČR ; ÚZIS ČR ; Ústav zdravotnických informací a statistiky ČR (ÚZIS ČR)","Komise pro program časného záchytu karcinomu plic (Členové) ; Komise pro přípravu programu časného záchytu karcinomu prostaty (Členové) ; Komise pro přípravu programu časného záchytu poruch štítné žlázy v těhotenství (Členové)"
3396,"Ing. Olga Laaksonen",3,"Členové","vedoucí Oddělení vědy, výzkumu a dotací ve zdravotnictví ; Ministerstvo zdravotnictví","Pracovní skupina Ministerstva zdravotnictví pro koordinaci spolupráce s OECD (Členové) ; Řídicí výbor implementace Strategického rámce rozvoje péče o zdraví v České republice do roku 2030 (Členové) ; Pracovní skupina pro koncepci neurorehabilitační péče v ČR (Členové)"
3418,"RNDr. Jan Mužík, Ph.D.",3,"Členové; Hosté","Ústav zdravotnických informací a statistiky ČR ; zástupce Ústavu zdravotnických informací a statistiky ČR","Komise pro reprodukční medicínu (Členové) ; Národní rada pro implementaci Národního onkologického programu (Hosté) ; Odborná rada pro ošetřovatelství a řízení implementace a hodnocení úspěšnosti Koncepce ošetřovatelství (Členové)"
3477,"Ing. Markéta Galiová",3,"Členové","Ministerstvo zdravotnictví ; ředitelka KRB MZ ; Vedoucí OKP MZ","Komise pro řešení závažných hrozeb pro veřejné zdraví s možnými přeshraničními dopady (Ústřední epidemiologická komise) (Členové) ; Pracovní komise pro systémové řešení urgentních příjmů (Členové) ; Pracovní skupina pro metodické řízení poskytovatelů zdravotnických záchranných služeb (Členové)"
3486,"prof. MUDr. Marek Svoboda, Ph.D.",3,"Členové","od 31.3.2020 (porada vedení č. 10 ze dne 10.3.2020) ; Masarykův onkologický ústav, spoluautor NOP ; Česká onkologická společnost ČLS JEP","Komise pro institucionální podporu (Členové) ; Národní rada pro implementaci Národního onkologického programu (Členové) ; Komise pro podporu diagnostiky a léčby rakoviny slinivky břišní (Členové)"
3696,"MUDr. Ladislav Hadravský, Ph.D.",3,"Členové","Svaz zdravotních pojišťoven ČR","Mezioborová komise pro vzácná onemocnění (Členové) ; Mezioborová a meziresortní pracovní skupina pro koncepční řešení problematiky Alzheimerovy nemoci a obdobných onemocnění (PS PAN) (Členové) ; Pracovní skupina pro obezitu a diabetes v rámci Národního programu prevence a léčby obezity České republiky (Členové)"
3876,"prof. MUDr. Ing. Lukáš Lambert, Ph.D., MBA",3,"Členové","Česká radiologická společnost ČLS JEP ; Radiologická společnost ČLS JEP","Komise pro program screeningu kolorektálního karcinomu (Členové) ; Komise pro podporu diagnostiky a léčby rakoviny slinivky břišní (Členové) ; Výbor pro umělou inteligenci ve zdravotnictví (Členové)"
3880,"Mgr. Eva Šindlářová",3,"Členové","Odbor zdravotní péče, Ministerstvo zdravotnictví ČR ; Odbor zdravotní péče Ministerstva zdravotnictví","Komise pro přípravu programu screeningu aneurysmatu abdominální aorty (Členové) ; Komise pro program časného záchytu karcinomu plic (Členové) ; Komise pro program screeningu karcinomu prsu (Členové)"
3904,"Mgr. Bc. Pavel Kurek, DiS.",3,"Místopředseda; Členové","zástupce Odboru zdravotní péče","Pracovní skupina pro koncepční řešení poskytování domácí péče v ČR (Místopředseda) ; Odborná rada pro ošetřovatelství a řízení implementace a hodnocení úspěšnosti Koncepce ošetřovatelství (Členové) ; Pracovní skupina pro nastavení systémových změn v odbornosti zdravotnický záchranář (Členové)"
3921,"PhDr. Stanislav Měšťan, LL.M.",3,"Členové","státní tajemník ; státní tajemník v Ministerstvu zdravotnictví ; Ministerstvo zdravotnictví","Řídicí výbor implementace Strategického rámce rozvoje péče o zdraví v České republice do roku 2030 (Členové) ; Strategická skupina pro personální stabilizaci resortu zdravotnictví (Členové) ; Výbor pro umělou inteligenci ve zdravotnictví (Členové)"
3968,"Mgr. Jiřina Kunášková",3,"Členové","MPSV - odbor rodinné politiky a ochrany práv dětí ; Ministerstvo práce a sociálních věcí","Komise pro reprodukční medicínu (Členové) ; Komise pro výživu kojenců a malých dětí (Členové) ; Meziresortní pracovní skupina pro problematiku institucionálního stravování (Členové)"
4018,"Mgr. Jana Velkoborská",3,"Tajemník","","Pracovní skupina pro reformu primární péče (Tajemník) ; Meziresortní pracovní skupina pro rozvoj pohybových aktivit (Tajemník) ; Pracovní skupina pro obezitu a diabetes v rámci Národního programu prevence a léčby obezity České republiky (Tajemník)"
4094,"Mgr. Alena Fikejzová",3,"Členové; Tajemník","","Pracovní skupina pro koncepční řešení oblasti zdravotních služeb a činností provozovaných dle živnostenského zákona (Členové) ; Poradní skupina ekonomů lůžkové péče (Tajemník) ; Meziresortní pracovní skupiny k výkonu rozsudku V proti ČR (Členové)"
4171,"Mgr. Petra Adámková",3,"Hosté; Členové","Předsedkyně výboru Hlas onkologických pacientů ; Pacientská rada MZD, předsedkyně Výboru Hlasu onkologických pacientů","Národní rada pro implementaci Národního onkologického programu (Hosté) ; Pracovní skupina pro klinické hodnocení humánních léčivých přípravků (Členové) ; Výkonná rada Národního screeningového centra (Členové)"
4,"Ing. Kateřina Přibylová",2,"Členové","Ministerstvo zdravotnictví ČR","Pracovní skupina Ministerstva zdravotnictví pro koordinaci spolupráce s OECD (Členové) ; Akreditační komise pro nelékařská povolání dle § 47 zákona č. 96/2004 Sb. (Členové)"
48,"doc. MUDr. Martin Balík, Ph.D., EDIC",2,"Členové","ČSARIM ČLS JEP","Pracovní komise pro systémové řešení urgentních příjmů (Členové) ; Národní institut pro zvládání pandemie (Členové)"
79,"Mgr. Kateřina Baťhová",2,"Předseda; Členové","","Resortní koordinační skupina Ministerstva zdravotnictví ČR pro Evropskou unii (Předseda) ; Pracovní skupina k rovným příležitostem pro ženy a muže (Členové)"
113,"Ing. Jan Beneš",2,"Členové","Svaz zdravotních pojišťoven ČR ; SZP ČR","Komise pro posuzování rozmístění přístrojových zdravotnických prostředků a kapacit hrazených z veřejného zdravotního pojištění (Členové) ; Komise pro kategorizaci a úhradovou regulaci zdravotnických prostředků (Členové)"
213,"Ing. René Břečťan",2,"Členové","Česká asociace pro vzácná onemocnění","Mezioborová komise pro vzácná onemocnění (Členové) ; Komise pro novorozenecký laboratorní screening (Členové)"
237,"doc. MUDr. Andrea Burgetová, Ph.D., MBA",2,"Členové","Česká radiologická společnost ČLS JEP","Komise pro přípravu programu časného záchytu karcinomu prostaty (Členové) ; Komise pro schvalování pracovišť a zařazení radiologického pracoviště pro provádění magnetické rezonance (MRI) v rámci Populačního pilotního programu časného záchytu karcinomu prostaty v ČR a pro schvalování pracovišť a zařazení urologického pracoviště pro provádění biopsie prostaty v rámci Populačního pilotního programu časného záchytu karcinomu prostaty v ČR (Členové)"
253,"MUDr. Hana Cabrnochová, MBA",2,"Členové","Odborná společnost praktických dětských lékařů ČLS JEP","Národní rada pro implementaci Národního onkologického programu (Členové) ; Národní institut pro zvládání pandemie (Členové)"
259,"Ing. Martina Cetelová",2,"Členové","","Pracovní skupina pro koncepční řešení pediatrické péče (Členové) ; Výkonná rada Národního screeningového centra (Členové)"
367,"doc. MUDr. Pavel Dlouhý, Ph.D.",2,"Členové","","Mezirezortní koordinační pracovní skupina Národního programu HIV/AIDS (Členové) ; Vzdělávací rada lékařů (Členové)"
380,"prof. MUDr. Pavla Doležalová, CSc.",2,"Členové","expert MZ pro oblast vzácných onemocnění","Mezioborová komise pro vzácná onemocnění (Členové) ; Rada Národního centra pro medicínské nomenklatury a klasifikace (Členové)"
381,"doc. MUDr. Martin Doležel, Ph.D.",2,"Členové","Společnost radiační onkologie, biologie a fyziky ČLS JEP","Národní rada pro implementaci Národního onkologického programu (Členové) ; Komise pro podporu diagnostiky a léčby rakoviny slinivky břišní (Členové)"
397,"MUDr. Markéta Dostalíková, Ph.D.",2,"Členové","Všeobecná zdravotní pojišťovna ČR","Komise pro přípravu programu screeningu aneurysmatu abdominální aorty (Členové) ; Komise pro schvalování pracovišť a zařazení radiologického pracoviště pro provádění magnetické rezonance (MRI) v rámci Populačního pilotního programu časného záchytu karcinomu prostaty v ČR a pro schvalování pracovišť a zařazení urologického pracoviště pro provádění biopsie prostaty v rámci Populačního pilotního programu časného záchytu karcinomu prostaty v ČR (Členové)"
605,"prof. MUDr. Robert Gürlich, CSc.",2,"Členové","Česká chirurgická společnost ČLS JEP","Vědecká rada Ministerstva zdravotnictví (Členové) ; Národní rada pro implementaci Národního onkologického programu (Členové)"
608,"MUDr. Jana Haberlová, Ph.D.",2,"Členové","ERN EURO-NMD, FN Motol ; Společnost dětské neurologie ČLS JEP","Mezioborová komise pro vzácná onemocnění (Členové) ; Komise pro novorozenecký laboratorní screening (Členové)"
657,"prof. MUDr. Vojtěch Havlas, Ph.D.",2,"Členové; Místopředseda","","Vědecká rada Ministerstva zdravotnictví (Členové) ; Vzdělávací rada lékařů (Místopředseda)"
691,"MUDr. Otto Herber",2,"Členové","Společnost všeobecného lékařství ČLS JEP ; zástupce České lékařské společnosti JEP","Komise pro přípravu programu časného záchytu karcinomu prostaty (Členové) ; Strategická skupina pro personální stabilizaci resortu zdravotnictví (Členové)"
810,"MUDr. Robert Houba, Ph.D.",2,"Členové","","Pracovní skupina pro reformu primární péče (Členové) ; Vzdělávací rada zubních lékařů (Členové)"
858,"PhDr. Mgr. Bc. Vladimír Husárek, DiS., MBA, LL.M.",2,"Členové","Komora záchranářů ZZS ČR","Pracovní skupina pro metodické řízení poskytovatelů zdravotnických záchranných služeb (Členové) ; Pracovní skupina pro nastavení systémových změn v odbornosti zdravotnický záchranář (Členové)"
1081,"Ing. Lucia Kiššová",2,"Členové","Úřad vlády ČR","Mezirezortní pracovní skupina k problematice komplexní ochrany před škodami působenými tabákem (MPS KOTA) (Členové) ; Meziresortní koordinační skupina pro dětské duševní zdraví (Členové)"
1116,"doc. MUDr. Vladimír Koblížek, Ph.D.",2,"Členové","Česká pneumologická a ftizeologická společnost ČLS JEP","Komise pro program časného záchytu karcinomu plic (Členové) ; Národní institut pro zvládání pandemie (Členové)"
1141,"prof. MUDr. Milan Kolář, Ph.D.",2,"Členové","člen od 1.9.2025","Vzdělávací rada lékařů (Členové) ; Komise pro institucionální podporu (Členové)"
1174,"doc. MUDr. Kateřina Kopečková, Ph.D.",2,"Hosté; Členové","Česká onkologická společnost ČLS JEP ; ERN EURACAN, FN Motol","Národní rada pro implementaci Národního onkologického programu (Hosté) ; Mezioborová komise pro vzácná onemocnění (Členové)"
1192,"Mgr. Lenka Kostelecká",2,"Členové","Ministerstvo zdravotnictví","Pracovní skupina pro návykové nemoci při Ministerstvu zdravotnictví  (PSPNN) (Členové) ; Mezirezortní pracovní skupina k problematice komplexní ochrany před škodami působenými tabákem (MPS KOTA) (Členové)"
1236,"JUDr. Jakub Král, Ph.D.",2,"Členové","ČLS JEP - trvalý náhradní člen","Rozkladová komise ministra zdravotnictví (Členové) ; Komise pro kategorizaci a úhradovou regulaci zdravotnických prostředků (Členové)"
1248,"Mgr. Václav Krása",2,"Členové","Národní rada osob se zdravotním postižením České republiky z.s (https://nrzp.cz/) ; Pacientská rada ministra zdravotnictví - trvalý náhradní člen","Pacientská rada ministra zdravotnictví (Členové) ; Komise pro kategorizaci a úhradovou regulaci zdravotnických prostředků (Členové)"
1254,"Mgr. Lucie Krausová",2,"Členové","","Resortní koordinační skupina Ministerstva zdravotnictví ČR pro Evropskou unii (Členové) ; Pracovní skupina pro reformu veřejného zdraví v ČR (Členové)"
1290,"Ing. Pavel Krupička, LL.M.",2,"Členové","Svaz zdravotních pojišťoven ČR ; SZP ČR","Komise pro posuzování rozmístění přístrojových zdravotnických prostředků a kapacit hrazených z veřejného zdravotního pojištění (Členové) ; Komise pro kategorizaci a úhradovou regulaci zdravotnických prostředků (Členové)"
1320,"MUDr. Milan Kubek",2,"Členové","prezident České lékařské komory","Vzdělávací rada lékařů (Členové) ; Strategická skupina pro personální stabilizaci resortu zdravotnictví (Členové)"
1390,"Mgr. Klára Šimáčková Laurenčíková",2,"Hosté; Předseda","","Pracovní skupina pro dětskou a dorostovou psychiatrii (Hosté) ; Meziresortní koordinační skupina pro dětské duševní zdraví (Předseda)"
1451,"prof. MUDr. Milan Macek, Jr., DrSc., MHA",2,"Členové","expert MZ pro oblast vzácných onemocnění ; FN Motol: Ústav biologie a lékařské genetiky 2. LF UK a FN Motol","Mezioborová komise pro vzácná onemocnění (Členové) ; Komise pro novorozenecký laboratorní screening (Členové)"
1458,"doc. MUDr. Rastislav Maďar, Ph.D., MBA, FRCPS",2,"Členové; Předseda","","Národní institut pro zvládání pandemie (Členové) ; Pracovní skupina pro reformu veřejného zdraví v ČR (Předseda)"
1629,"PharmDr. Jana Milštainová",2,"Členové","","Národní transfuzní komise MZ (Členové) ; Lékopisná komise Ministerstva zdravotnictví (Členové)"
1634,"prof. PhDr. Michal Miovský, Ph.D.",2,"Členové","","Mezirezortní pracovní skupina pro snížení škod působených alkoholem - MPS SPA (Členové) ; Pracovní skupina pro návykové nemoci při Ministerstvu zdravotnictví  (PSPNN) (Členové)"
1635,"prof. MUDr. Hynek Mírka, Ph.D.",2,"Místopředseda; Členové","Česká radiologická společnost ČLS JEP","Pracovní skupina pro lékařské ozáření (Místopředseda) ; Komise pro program časného záchytu karcinomu plic (Členové)"
1648,"MUDr. Zdeněk Monhart, Ph.D.",2,"Členové","","Pracovní komise pro systémové řešení urgentních příjmů (Členové) ; Národní institut pro zvládání pandemie (Členové)"
1667,"MUDr. Viktor Mravčík, Ph.D.",2,"Členové","","Mezirezortní pracovní skupina pro snížení škod působených alkoholem - MPS SPA (Členové) ; Pracovní skupina pro návykové nemoci při Ministerstvu zdravotnictví  (PSPNN) (Členové)"
1720,"RNDr. Vratislav Němeček, CSc.",2,"Členové","","Národní transfuzní komise MZ (Členové) ; Mezirezortní koordinační pracovní skupina Národního programu HIV/AIDS (Členové)"
1748,"Ing. Petr Novák",2,"Členové","","Resortní koordinační skupina Ministerstva zdravotnictví ČR pro Evropskou unii (Členové) ; Pracovní skupina Ministerstva zdravotnictví pro koordinaci spolupráce s OECD (Členové)"
1795,"prof. MUDr. Karel Odrážka, Ph.D.",2,"Členové","Společnost radiační onkologie, biologie a fyziky ČLS JEP ; KOC Pardubického kraje","Komise pro přípravu programu časného záchytu karcinomu prostaty (Členové) ; Národní rada komplexních onkologických center (Členové)"
1842,"PhDr. Alena Paloušová",2,"Členové","Asociace klinických psychologů ČR","Akreditační komise pro nelékařská povolání dle § 47 zákona č. 96/2004 Sb. (Členové) ; Pracovní skupina k zajištění dostupnosti psychoterapie, psychoterapeutických a psychosociálních intervencí (Členové)"
1847,"MUDr. Simona Papežová",2,"Členové","","Pracovní skupina pro dětskou a dorostovou psychiatrii (Členové) ; Pracovní skupina k problematice péče o pacienty s nařízeným ochranným léčením (Členové)"
1915,"Mgr. Tomáš Petr, Ph.D.",2,"Členové","","Pracovní skupina k zajištění dostupnosti psychoterapie, psychoterapeutických a psychosociálních intervencí (Členové) ; Meziresortní pracovní skupiny k výkonu rozsudku V proti ČR (Členové)"
1920,"Jana Petrenko",2,"Členové","bez hlasovacího práva ; Ministerstvo zdravotnictví","Pracovní skupina k seznamu zdravotních výkonů s bodovými hodnotami (Členové) ; Komise pro kategorizaci a úhradovou regulaci zdravotnických prostředků (Členové)"
1986,"JUDr. Radek Policar",2,"Předseda; Členové","MZD/SL","Pracovní skupina k rovným příležitostem pro ženy a muže (Předseda) ; Národní rada elektronického zdravotnictví (Členové)"
1996,"MUDr. Petr Popov",2,"Členové","","Mezirezortní pracovní skupina pro snížení škod působených alkoholem - MPS SPA (Členové) ; Pracovní skupina pro návykové nemoci při Ministerstvu zdravotnictví  (PSPNN) (Členové)"
2097,"Ing. Jitka Reineltová",2,"Místopředseda; Členové","Parent projekt z.s (https://www.parentproject.cz/) ; Parent project, z. s, zástupce Pacientské rady MZD","Pacientská rada ministra zdravotnictví (Místopředseda) ; Pracovní skupina pro koncepční řešení poskytování domácí péče v ČR (Členové)"
2109,"doc. MUDr. Martin Repko, Ph.D.",2,"Členové","zástupce České konference rektorů","Vzdělávací rada lékařů (Členové) ; Strategická skupina pro personální stabilizaci resortu zdravotnictví (Členové)"
2118,"PeadDr. Martina Richterová-Těmínová",2,"Členové","","Mezirezortní pracovní skupina pro snížení škod působených alkoholem - MPS SPA (Členové) ; Pracovní skupina pro návykové nemoci při Ministerstvu zdravotnictví  (PSPNN) (Členové)"
2126,"Ing. Helena Rögnerová",2,"Předseda; Členové","","Řídící rada pro implementaci CZ-DRG do resortu zdravotnictví (Předseda) ; Poradní skupina ekonomů lůžkové péče (Členové)"
2261,"Mgr. Vladimír Sklenář",2,"Členové","Ministerstvo školství","Mezirezortní pracovní skupina pro snížení škod působených alkoholem - MPS SPA (Členové) ; Mezirezortní pracovní skupina k problematice komplexní ochrany před škodami působenými tabákem (MPS KOTA) (Členové)"
2277,"prof. RNDr. Ondřej Slabý, Ph.D.",2,"Místopředseda; Členové","ředitel AZV ČR","Vědecká rada Ministerstva zdravotnictví (Místopředseda) ; Pracovní skupina pro klinické hodnocení humánních léčivých přípravků (Členové)"
2290,"Ing. Silvie Slavíková",2,"Členové","Ministerstvo zdravotnictví ; MZd OVZ","Mezirezortní pracovní skupina k problematice komplexní ochrany před škodami působenými tabákem (MPS KOTA) (Členové) ; Komise pro výživu kojenců a malých dětí (Členové)"
2292,"doc. MUDr. Radovan Slezák, CSc.",2,"Členové; Místopředseda","","Pracovní skupina pro reformu primární péče (Členové) ; Vzdělávací rada zubních lékařů (Místopředseda)"
2330,"doc. MUDr. Renata Soumarová, Ph.D.",2,"Členové","Společnost radiační onkologie, biologie a fyziky ČLS JEP ; KOC FNKV Praha","Komise pro posuzování rozmístění přístrojových zdravotnických prostředků a kapacit hrazených z veřejného zdravotního pojištění (Členové) ; Národní rada komplexních onkologických center (Členové)"
2339,"doc. Ing. Drahomíra Springer, Ph.D.",2,"Členové","Česká společnost klinické biochemie ČLS JEP","Komise pro přípravu programu časného záchytu poruch štítné žlázy v těhotenství (Členové) ; Komise pro podporu diagnostiky a léčby rakoviny slinivky břišní (Členové)"
2357,"prof. MUDr. Jan Starý, DrSc.",2,"Členové","Česká hematologická společnost ČLS JEP","Národní rada pro implementaci Národního onkologického programu (Členové) ; Rada Národního centra pro medicínské nomenklatury a klasifikace (Členové)"
2363,"Ing. Veronika Stejskalová",2,"Členové; Tajemník","","Pracovní skupina Ministerstva zdravotnictví pro koordinaci spolupráce s OECD (Členové) ; Pracovní skupina pro lékařské ozáření (Tajemník)"
2419,"prof. MUDr. Marek Svoboda, Ph.D.",2,"Členové","Masarykův onkologický ústav","Vědecká rada Ministerstva zdravotnictví (Členové) ; Národní rada komplexních onkologických center (Členové)"
2436,"MUDr. Mgr. Michal Synek",2,"Tajemník; Členové","","Rozkladová komise ministra zdravotnictví (Tajemník) ; Pracovní skupina Ministerstva zdravotnictví pro koordinaci spolupráce s OECD (Členové)"
2517,"prof. MUDr. Jan Škrha, DrSc., MBA",2,"Předseda; Členové","Česká diabetologická společnost ČLS JEP","Vzdělávací rada lékařů (Předseda) ; Komise pro podporu diagnostiky a léčby rakoviny slinivky břišní (Členové)"
2612,"MUDr. Hana Šustková",2,"Členové","","Pracovní skupina k seznamu zdravotních výkonů s bodovými hodnotami (Členové) ; Meziresortní pracovní komise pro přípravu a koordinaci zavedení MKN-11 v ČR (Členové)"
2637,"prof. MUDr. Vladimír Tesař, DrSc., MBA, FASN, FERA, FISN",2,"Členové","ERN RITA, VFN","Vědecká rada Ministerstva zdravotnictví (Členové) ; Mezioborová komise pro vzácná onemocnění (Členové)"
2659,"MUDr. Milada Tomanová",2,"Členové","Svaz zdravotních pojišťoven ČR","Komise pro program screeningu kolorektálního karcinomu (Členové) ; Komise pro schvalování pracovišť a zařazení radiologického pracoviště pro provádění magnetické rezonance (MRI) v rámci Populačního pilotního programu časného záchytu karcinomu prostaty v ČR a pro schvalování pracovišť a zařazení urologického pracoviště pro provádění biopsie prostaty v rámci Populačního pilotního programu časného záchytu karcinomu prostaty v ČR (Členové)"
2770,"MUDr. Hana Vaňková, Ph.D.",2,"Členové","člen výboru České gerontologické a geriatrické společnosti ČLS JEP","Mezioborová a meziresortní pracovní skupina pro koncepční řešení problematiky Alzheimerovy nemoci a obdobných onemocnění (PS PAN) (Členové) ; Pracovní skupina pro koncepční řešení rozvoje geriatrické péče v České republice (Členové)"
2854,"Mgr. et Mgr. Adam Vojtěch, MHA",2,"Předseda","ministr zdravotnictví","Komise pro řešení závažných hrozeb pro veřejné zdraví s možnými přeshraničními dopady (Ústřední epidemiologická komise) (Předseda) ; Řídící rada Národního screeningového centra (Předseda)"
2961,"prof. MUDr. Miroslav Zavoral, Ph.D.",2,"Členové; Předseda","Rada pro screening kolorektálního karcinomu ČGS ČLS JEP ; Společnost pro gastrointestinální onkologii ČLS JEP","Komise pro program screeningu kolorektálního karcinomu (Členové) ; Komise pro podporu diagnostiky a léčby rakoviny slinivky břišní (Předseda)"
2995,"prof. MUDr. Tomáš Zima, DrSc.",2,"Členové","","Pracovní skupina k seznamu zdravotních výkonů s bodovými hodnotami (Členové) ; Komise pro institucionální podporu (Členové)"
3021,"prof. MUDr. Pavel Žák, Ph.D.",2,"Členové","Česká hematologická Společnost ČLS JEP ; Zástupce HOC","Národní rada pro implementaci Národního onkologického programu (Členové) ; Národní rada komplexních onkologických center (Členové)"
